response id,concerns,concerns category,anything else,anything else category
6ACAC,none,NC,"The course seems pretty hard and involved, and I'm worried I won't have enough practice, which I benefit from immensely, for assessments. Practice is often the way where I internalize concepts and ideas.",NC
38,"I am most concerned about getting behind like last semester and doing things the day they are due, so I am going to try and stay better on track this semester. I am also concerned about retaining all of the information for subsequent courses.",TC,,NC
513,"I am concerned because I've heard that this is the hardest of all 4 distance math classes, so I'm scared that I won't understand something and won't do too well given that all exams combined are 60% of our grade.",AC,na,NC
456,,NC,,NC
458,There are no quizzes every week. I like to use the quizzes for practice and as a checkpoint but now it'll be that much harder to study for the exams. ,NC,No nothing much. Matrices are my worst nighPCare and I hope they go away permanently.,NC
562,,NC,,NC
490,That it counts towards my college gpa.,AC,na,NC
344,,NC,,NC
NC05,,NC,,NC
3NC,What concerns me the most is staying focused throughout the whole semester to understand the material as my other classes get difficult as well.,NC,I think I will need additional resources regarding word problems and conceptual work because that was my weakest area in Linear Algebra.,NC
544,absolutely the exams and tests; I do poorly under pressure,AC,,NC
237,What concerns me the most about taking this course is being able to balance the large workload of this class along with the large workload of my other classes in a way that enables me to complete and do well on all this class's assignments while also gaining a strong understanding of the information that we are learning.,AC,na,NC
193,,NC,,NC
ACNCNC,,NC,,NC
5AC9,,NC,,NC
23,Having to self-pace the work,AC,,NC
34,,NC,,NC
504,,NC,,NC
587,NA.,NC,,NC
41,,NC,There is nothing so far.,NC
301,,NC,,NC
375,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",NC,,NC
552,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",NC,,TC
AC36,,NC,,NC
6ACAC,I don't remember a lot of stuff from calc BC.,NC,na,NC
542,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",NC,,NC
191,,NC,,NC
462,No fundamental practice after watching videos,NC,Nah,NC
5NC6,,NC,,NC
417,,NC,,NC
34,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",AC,,NC
NC9AC,I don't remember a lot of stuff from calc BC.,NC,There is nothing so far.,NC
453,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",AC,,NC
5AC0,I don't remember a lot of stuff from calc BC.,AC,I enjoy the course and I think that it has the right balance of challenging and interesting while not overwhelming.,AC
AC63,,NC,,NC
288,none,NC,na,NC
458,"One thing that was concerning for me last semester was my mastery on certain topics. There were some topics in linear algebra that I couldn't fully explore due to other work and activities. For MV Calc, I hope to fix this issue by writing notes and practice problems down so that I could review it again in depth later.",AC,,NC
57AC,* I'm concerned that I might have some difficulty learning online/not being able to ask questions as easily as I would be able to in a in-person class.,AC,I think I will need additional resources regarding word problems and conceptual work because that was my weakest area in Linear Algebra.,PC
589,I'm concerned about the workload and time management.,PC,,AC
57AC,N.A.,NC,,NC
AC04,,NC,,NC
530,,NC,There is nothing so far.,NC
NC66,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",NC,,NC
464,There are no quizzes every week. I like to use the quizzes for practice and as a checkpoint but now it'll be that much harder to study for the exams. ,AC,none,NC
345,,NC,I enjoy the course and I think that it has the right balance of challenging and interesting while not overwhelming.,NC
406,No fundamental practice after watching videos,NC,Nah,NC
27,My one concern is this course conflicting with CS NC33NC as both classes are difficult and time-consuming and have their exams on the same days.,PC,I'm very interested in physics and this class will definitely help pursue my passion in that field.,NC
531,,NC,,NC
349,"My concern is the extra exam we have compared to last semester. Last semester, there was two exams and the final, but with the extra exam, I am worried about how it will all work out.",AC,The sample exams and quizzes during linear algebra helped out a lot if we could have those for multivariable calc that would be fantastic.,NC
AC09,,NC,,NC
298,"I am concerned about falling behind the daily videos, as I struggled with this towards the end of last semester in Linear Algebra.",AC,,NC
122,Being able to balance the college workload with my other high school senior responsibilities.,AC,,NC
655,"I worry about my ability to time manage this course well. Last semester, it was difficult for me to keep on track with the weekly content. I plan on managing my time better this semester and trying to keep on track. I do not want to get overwhelmed like last semester. I also worry about how the new grade weights for our assignments will affect us as there is another exam than last semester. I hope I can perform well for this last semester.",PC,No individual needs.,NC
528,none,NC,There is nothing so far.,NC
699,I might not be learning as well asynchronously compared to in person.,PC,,NC
668,,NC,,NC
AC04,,NC,,NC
3NC9,My only concern is my time management with the course and how to keep up with the class pace without haven fallen behind with the videos and assignments.,PC,I enjoy the course and I think that it has the right balance of challenging and interesting while not overwhelming.,NC
271,I don't have any worries.,NC,There is nothing so far.,NC
542,none,NC,,NC
394,"Ensuring that I study ""enough"" before the first exam is my main concern, as I am still learning how much time I need to spend reviewing for collegiate level courses such as this one.",NC,No nothing much. Matrices are my worst nighPCare and I hope they go away permanently.,NC
282,,NC,There is nothing so far.,NC
389,I'm a little worried about multivariable calculus in general and understanding the concepts. It also seems as if there will be a lot more formulas in this class as compared to linear algebra so I'll really have to work on memorizing all of them.,PC,My main concern has been keeping up with the work and managing studying.,AC
60,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",NC,,NC
64AC,,NC,,NC
191,,NC,,NC
NC76,"I am concerned about how much of linear algebra content will be used in this course, That was not a good course for me.",NC,I'm very interested in physics and this class will definitely help pursue my passion in that field.,NC
65,,NC,,NC
NC89,"Just commitment on my side of things, and I need to stop procrastinating to such an extreme level",PC,none.,AC
354,none,NC,,NC
26,none,NC,There is nothing so far.,NC
197,I am concerned about taking another calculus class because I have forgotten just about all of the calculus I took previously.,AC,No nothing much. Matrices are my worst nighPCare and I hope they go away permanently.,NC
284,"My concerns are just having it be self-guided and not having much guidance. In addition, exams are worth more this semester.",AC,,NC
706,,NC,,NC
7AC0,,NC,,NC
6NCAC,none,NC,,NC
499,I am most concerned about the exam questions matching the lesson coverage.,PC,I'm very interested in physics and this class will definitely help pursue my passion in that field.,NC
317,,NC,,NC
6ACAC,,NC,,NC
301,none,NC,The sample exams and quizzes during linear algebra helped out a lot if we could have those for multivariable calc that would be fantastic.,NC
521,none,NC,I enjoy the course and I think that it has the right balance of challenging and interesting while not overwhelming.,NC
75,I worry about falling behind in content. ,AC,,NC
669,Having to self-pace the work,PC,,NC
486,,NC,,NC
323,na,NC,,NC
229,The only thing that really concerns me would be time management while taking the course my senior year. I can solve this by planning out my weeks.,AC,na,NC
660,Nothing much really,NC,,NC
130,,NC,,NC
AC35,,NC,,NC
246,none,NC,I enjoy the course and I think that it has the right balance of challenging and interesting while not overwhelming.,NC
AC36,,NC,The sample exams and quizzes during linear algebra helped out a lot if we could have those for multivariable calc that would be fantastic.,NC
420,,NC,,NC
518,,AC,,NC
283,,NC,,NC
234,There are no quizzes every week. I like to use the quizzes for practice and as a checkpoint but now it'll be that much harder to study for the exams. ,NC,none,NC
364,,NC,There is nothing so far.,NC
6NC7,,NC,,NC
166,none,NC,,NC
4NC8,,NC,,NC
5NC9,,NC,,NC
668,,NC,,NC
63AC,N.A.,AC,,NC
268,"Ensuring that I study ""enough"" before the first exam is my main concern, as I am still learning how much time I need to spend reviewing for collegiate level courses such as this one.",NC,,NC
NC9AC,,NC,,NC
589,"That it's been a while since I've done calculus. I personally feel it would have been better to have multivar first semester. Unless line alg is a prerequisite, then ignore this.",AC,not applicable,NC
370,That I won't do well because of all my other classes. I'm scared I won' succeed and miss a duedate.,AC,,NC
NC54,I am concerned about the amount of work this course will require and whether I will have the motivation to complete it within a reasonable length of time.,NC,"I must admit, linear algebra has been quite a journey for me. The abstract concepts and the depth of the material made it challenging, but I embraced the struggle and managed to grasp most of it. Now, as we delve into multivariable calculus, I can't help but feel a bit anxious. However, I hope to learn the most out of your teachings and look forward to the class.",AC
66NC,,NC,,NC
NC59,,NC,,NC
524,N/A. ,NC,Nah,NC
333,none,NC,,NC
41,,NC,The first B of my high school career was in Math 1554 so I hope that motivates me to push harder for an A this semester. ,NC
54,,NC,,NC
463,"I am concerned about my ability to fully understand the subject material. Math does not come easy to me, especially math at this level. So I am also worried about the time I will have to dedicate to succees. ",AC,,NC
450,,NC,There is nothing so far.,NC
NC59,,NC,There is nothing so far.,NC
48,,AC,,NC
170,I don't remember a lot of stuff from calc BC.,NC,,NC
191,,NC,na,NC
695,,NC,,NC
688,,NC,,NC
565,"I'm concerned about the content getting more difficult with each week, meaning it will take me longer to digest. This may cause me to get behind after several weeks.",PC,My main concern has been keeping up with the work and managing studying.,NC
553,,NC,,NC
27,,NC,,NC
323,none,NC,The sample exams and quizzes during linear algebra helped out a lot if we could have those for multivariable calc that would be fantastic.,NC
NC4NC,,AC,,NC
213,I am concerned that I will not understand a concept and it will affect me for the rest of the course.,AC,,NC
301,That I won't do well because of all my other classes. I'm scared I won' succeed and miss a duedate.,AC,,NC
AC39,"My concerns are just having it be self-guided and not having much guidance. In addition, exams are worth more this semester.",NC,,NC
301,,AC,na,NC
76,"I heard some concepts are difficult to grasp, but otherwise no major concerns!",PC,na,PC
325,,AC,,NC
227,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",NC,,NC
688,,NC,"I must admit, linear algebra has been quite a journey for me. The abstract concepts and the depth of the material made it challenging, but I embraced the struggle and managed to grasp most of it. Now, as we delve into multivariable calculus, I can't help but feel a bit anxious. However, I hope to learn the most out of your teachings and look forward to the class.",NC
237,none,NC,not applicable,NC
118,"Not getting ahead on work concerns me, since I'm taking a research class and I don't want the work to accumulate. ",AC,,NC
398,,NC,,NC
688,,NC,,NC
398,none,NC,The sample exams and quizzes during linear algebra helped out a lot if we could have those for multivariable calc that would be fantastic.,NC
49,,NC,,NC
506,I have no concerns yet.,AC,,NC
476,I don't have any worries.,NC,"N/A, so far, the course feels alright but I will only really know about my impressions on its technical difficulty as we get farther in.",NC
3NC0,I'm playing on the soccer team this year so managing my time will be more important and may be a challenge for me.,NC,,NC
457,N/A. ,NC,,NC
51,,NC,The sample exams and quizzes during linear algebra helped out a lot if we could have those for multivariable calc that would be fantastic.,NC
311,none,NC,,NC
309,"I concerned that I will procrastinate again; however, I am going to try much harder this semester and get an A. ",NC,I'm very interested in physics and this class will definitely help pursue my passion in that field.,NC
707,I am a bit concerned about the difficulty of the course and the things I will need to do to manage my time with my other classes.,AC,I'm very interested in physics and this class will definitely help pursue my passion in that field.,NC
3NC9,,NC,The first B of my high school career was in Math 1554 so I hope that motivates me to push harder for an A this semester. ,NC
509,I'm a little worried about multivariable calculus in general and understanding the concepts. It also seems as if there will be a lot more formulas in this class as compared to linear algebra so I'll really have to work on memorizing all of them.,PC,none,NC
NC9AC,Time management throughout this course.,PC,,NC
311,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",AC,,NC
544,* I'm concerned that I might have some difficulty learning online/not being able to ask questions as easily as I would be able to in a in-person class.,PC,None for now. ,AC
600,There are no quizzes every week. I like to use the quizzes for practice and as a checkpoint but now it'll be that much harder to study for the exams. ,NC,"NA. I'll ask a lot of questions, I guess.",NC
450,,NC,,NC
AC03,,NC,,NC
301,none,NC,na,NC
6ACAC,"My concerns are just having it be self-guided and not having much guidance. In addition, exams are worth more this semester.",NC,na,NC
582,I am worried about the exams being worth 60% of the grade this time and I want to make sure I spend an even longer time studying for the exams. I am concerned about making sure I fully learn all the content this semester because I feel like semester it was easy to get by without fully learning the content until the exams. ,AC,,NC
51,,NC,,NC
243,"I am also a little worried about the fact that there are fewer assignments, especially with there being no quizzes. This means there will be fewer practices and ""easy"" A's to affect our grades. I am also worried about the fact that there is another exam because exams are not my strong point in this course so this could drop my grade. ",NC,There is nothing so far.,NC
191,none,NC,,NC
311,,NC,,NC
AC99,"Not getting ahead on work concerns me, since I'm taking a research class and I don't want the work to accumulate. ",TC,,NC
364,"I am concerned about my ability to fully understand the subject material. Math does not come easy to me, especially math at this level. So I am also worried about the time I will have to dedicate to succees. ",AC,,NC
51,,NC,na,NC
AC78,,NC,There is nothing so far.,NC
AC73,,NC,,NC
422,I am concerned about the lack of guidance from an in-person teacher. I often rely on asking the teacher questions to improve my understanding of certain concepts.,AC,No nothing much. Matrices are my worst nighPCare and I hope they go away permanently.,NC
677,,NC,There is nothing so far.,NC
41,,NC,There is nothing so far.,NC
6AC6,,NC,,NC
369,NA. Its too soon for me to form too many opinions.,NC,No nothing much. Matrices are my worst nighPCare and I hope they go away permanently.,NC
311,,NC,,NC
584,,NC,,NC
21,NA. Its too soon for me to form too many opinions.,NC,I think multivariable calculus will be a more advanced form of calculus that I learned in AP.,AC
370,N.A.,NC,,NC
57AC,,NC,,NC
586,Nothing much really,NC,,NC
26,none,NC,na,NC
47AC,,NC,,NC
349,I have no concerns yet.,NC,na,NC
27,"I feel like the 3 exams concern me since last semester we had 2. Also the final being worth 30% of the grade is a lot in my opinion, since I have never had a test weigh more.",PC,I'm very interested in physics and this class will definitely help pursue my passion in that field.,NC
49,none,NC,none,NC
458,"Something that concerns me is not being able to learn properly as it is not in person, but I think the studio sessions and recorded lectures will resolve this.",AC,,NC
21,"I'm concerned about getting behind on my work. Since it's an online course, it's very easy to not look at the work for a while and forget about it.",AC,The first B of my high school career was in Math 1554 so I hope that motivates me to push harder for an A this semester. ,NC
27,"I'm a bit worried about the in-person examinations as they will now take up 60% of our grade. Other than that, I am not too worried. ",AC,,NC
7AC0,I don't have any worries.,NC,There is nothing so far.,NC
197,"Not getting ahead on work concerns me, since I'm taking a research class and I don't want the work to accumulate. ",PC,No nothing much. Matrices are my worst nighPCare and I hope they go away permanently.,NC
317,I have no concerns yet.,NC,,NC
41,That I won't do well because of all my other classes. I'm scared I won' succeed and miss a duedate.,AC,There is nothing so far.,NC
349,"I'm afraid I won't be able to retain the information I learn well enough to be able to teach it to someone else. Teaching it to someone else helps me understand better, so I'm afraid that I won't be able to understand to that level.",AC,,NC
450,N.A.,NC,,NC
450,,AC,,NC
NC59,"My only concern is that so far the video lessons are not as clear as they were in the linear algebra course. This could just be me, though as they are still very comprehensive.",AC,,NC
490,No fundamental practice after watching videos,NC,na,NC
516,,NC,,NC
65AC,I am most concerned about the exam questions matching the lesson coverage.,AC,,NC
373,,NC,,NC
489,none,NC,Just that I‚Äôm the only person taking this at my school :) I‚Äôm still confident in my ability to self-navigate through courses though and pace myself :),NC
237,I do not have any real concerns.,PC,none,NC
AC35,I don't have any worries.,NC,,NC
394,"I am most concerned about getting behind on my work and getting stressed out, however that did not happen last semester so hopefully it doesn't this semester either. ",AC,,NC
352,My ability to stay focused and perform in an online setting.,PC,I'm very interested in physics and this class will definitely help pursue my passion in that field.,NC
AC68,I don't remember a lot of stuff from calc BC.,NC,,NC
367,,NC,,NC
75,NA so far,PC,N/a.,NC
NCNC7,I don't have any worries.,NC,No individual needs.,PC
706,,NC,,NC
591,I am most concerned about the exam questions matching the lesson coverage.,PC,I will be in India from Jan 20- Feb 3 and so I will be trying to get ahead in the early weeks of this course.,PC
301,none,NC,na,NC
NC5NC,"My concerns are just having it be self-guided and not having much guidance. In addition, exams are worth more this semester.",NC,,NC
353,"My only concern is if I'll be able to study/prepare to the same degree for exams that I did last semester, but other than that I feel confident.",AC,none,NC
669,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",NC,none.,NC
6NC3,"I am only concerned with spatial reasoning, but I did well with spatial reasoning in physics, so I should be okay.",AC,,NC
288,none,NC,na,PC
584,,NC,,NC
27,I am most concerned about the exam questions matching the lesson coverage.,AC,I'm very interested in physics and this class will definitely help pursue my passion in that field.,NC
315,There are no quizzes every week. I like to use the quizzes for practice and as a checkpoint but now it'll be that much harder to study for the exams. ,PC,none,NC
21,,NC,,NC
AC73,,NC,There is nothing so far.,NC
218,,NC,,NC
103,"In linear algebra, I got into a groove with my coursework.  I feel like it is going to be a lot different with this course.  It is a different kind of math, there are no quizzes, there are three exams, and the lecturer is different.  My biggest concern is that the lady on the lecture videos does not do as great of a job as Dr. Mayer did with linear algebra.",AC,,NC
302,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",NC,,NC
183,One of the in person exams is on my school's spring break but other than that none as of right now!,NC,,NC
288,,NC,,NC
301,NA. Its too soon for me to form too many opinions.,NC,none,NC
552,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",NC,,NC
586,"My concern is that I will not have enough time to keep up with such a rigorous course and complete each homework assignment each week. But to combat that, I will make sure to keep up with due dates and hold myself accountable for the work I need to get done. ",AC,No nothing much. Matrices are my worst nighPCare and I hope they go away permanently.,NC
NC59,,NC,,NC
191,,NC,I enjoy the course and I think that it has the right balance of challenging and interesting while not overwhelming.,NC
AC96,,NC,,NC
529,I am concerned about taking another calculus class because I have forgotten just about all of the calculus I took previously.,AC,none,NC
408,"I am also a little worried about the fact that there are fewer assignments, especially with there being no quizzes. This means there will be fewer practices and ""easy"" A's to affect our grades. I am also worried about the fact that there is another exam because exams are not my strong point in this course so this could drop my grade. ",NC,There is nothing so far.,NC
NC74,"I am concerned about falling behind the daily videos, as I struggled with this towards the end of last semester in Linear Algebra.",AC,I'm very interested in physics and this class will definitely help pursue my passion in that field.,NC
525,NA.,NC,none,NC
123,,NC,,NC
301,,NC,"The course seems pretty hard and involved, and I'm worried I won't have enough practice, which I benefit from immensely, for assessments. Practice is often the way where I internalize concepts and ideas.",NC
458,,NC,,NC
41,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",AC,,NC
NC78,Having to self-pace the work,PC,,NC
NC07,,NC,,NC
AC96,,NC,,NC
277,I don‚Äôt really have any concerns aside from losing steam towards the end of the semester like I did last semester.,NC,I enjoy the course and I think that it has the right balance of challenging and interesting while not overwhelming.,NC
316,,NC,"NA. I'll ask a lot of questions, I guess.",NC
169,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",NC,,NC
439,I am concerned about the lack of quizzes. The quizzes in the linear algebra course helped me test my knowledge and I am not sure why this course does not have any.,AC,na,NC
360,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",NC,,NC
665,,NC,,NC
323,"I am a bit worried because due to my work, I miss many of the studio sessions and while I ant to complete the worksheets and watch the videos, I have trouble effectively checking my work. A centralized location with all of the studio worksheet answers would be very useful especially when I redo the worksheets to prepare for the final exam.",OT,none,NC
311,"After watching the first 3 weeks lecture videos, I feel like the videos are too fast and the person teaching skips a lot of the steps in the math. I feel like the lecture videos could go a bit slower and showing out all the work instead of condensing the work would be helpful for me.¬†",NC,"I play varsity baseball and will be at the field after school from 3:30 to around 8 pm everyday, therefore I will make sure I stay on top scheduling so I don't miss anything.",AC
NC83,"Not getting ahead on work concerns me, since I'm taking a research class and I don't want the work to accumulate. ",NC,My impression of the course so far is that it is a self-taught course. ,NC
5AC0,,NC,NA ,NC
48AC,"While I completed AP Calculus AB/BC last year, I am afraid I may have forgot the material, so I need refreshing for multi-variable Calculus.",PC,"No, there is nothing I would like to mention.",TC
354,,NC,,NC
ACAC8,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",NC,,NC
NC88,,AC,,NC
458,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",NC,,NC
278,NA. Its too soon for me to form too many opinions.,PC,"NA. I'll ask a lot of questions, I guess.",NC
7AC0,,NC,,NC
406,Nothing much really,PC,"There is not really anything special concerning my needs except that my internet at home can sometimes stop working, but I will do my best to not let this issue affect my work in the course.",NC
21,,NC,There is nothing,NC
660,,AC,,NC
706,My only concern is my time management with the course and how to keep up with the class pace without haven fallen behind with the videos and assignments.,PC,,NC
NC64,,NC,,NC
4AC6,if there is gonna be a lot of true or false questions like last semester,PC,I will be in India from Jan 20- Feb 3 and so I will be trying to get ahead in the early weeks of this course.,AC
519,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",NC,,NC
669,I have the most trouble on True/False and Possible/Impossible type questions.,NC,,NC
490,NA.,NC,none,NC
AC0AC,,NC,,NC
51,,NC,,NC
AC0NC,,NC,,NC
246,none,NC,,NC
398,,NC,,NC
AC39,,NC,,NC
458,none,NC,"NA. I'll ask a lot of questions, I guess.",NC
329,No fundamental practice after watching videos,NC,"I think all the module should be available, as some students may be busy during certain weeks and need to study in advance in order to not fall behind.",TC
120,,NC,I enjoy the course and I think that it has the right balance of challenging and interesting while not overwhelming.,NC
504,,NC,,NC
498,,NC,,NC
34,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",NC,,NC
AC99,What concerns me the most is staying focused throughout the whole semester to understand the material as my other classes get difficult as well.,NC,I am excited to take another calculus class (calculus has definitely been my favorite high school course) and learn further into the subject.¬†,PC
NC46,"While I do not have major concerns, there are more exams in this course than linear algebra so I am a little worried about that.",PC,,NC
36,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",AC,,NC
69AC,,NC,There is nothing so far.,NC
589,I'm concerned about falling behind if I get sick.,PC,I'm very interested in physics and this class will definitely help pursue my passion in that field.,NC
490,none,NC,none,NC
NC56,,NC,I'm very interested in physics and this class will definitely help pursue my passion in that field.,NC
301,none,NC,na,NC
AC36,,NC,,NC
39,,NC,,NC
525,NA.,NC,NA ,NC
7NCAC,,NC,,NC
551,"I'm just worried about learning everything well enough to apply it in later courses, but hopefully if I watch lectures and studios and do practice problems I won't have an issue with that.",TC,,NC
NC96,One of the in person exams is on my school's spring break but other than that none as of right now!,NC,,NC
NC59,,NC,There is nothing so far.,NC
560,,NC,,NC
430,I am concerned about taking another calculus class because I have forgotten just about all of the calculus I took previously.,AC,I really appreciate it when extra practice is posted for review before tests and exams.,NC
572,Nothing much really,NC,None for now. ,PC
3AC7,,AC,I am very excited to see how linear algebra and multi build on each other and our understanding of mathematics. I am a little worried about taking the exams on different days but I have been talking to my facilitator and you.,PC
303,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",NC,,NC
422,"I am most concern about remembering all the content and understanding the content in general because if I do not understand some part of the content at the beginning, I am afraid I will quickly fall behind. ",TC,No nothing much. Matrices are my worst nighPCare and I hope they go away permanently.,NC
586,Being on schedule and reviewing before a test in time,NC,,NC
584,,PC,,NC
489,,NC,,NC
281,,NC,"NA. I'll ask a lot of questions, I guess.",NC
511,"I am mostly concerned about being able to fully grasp the content, but that is mostly based on my own personal ability to learn and take the time to study for this course.",NC,,NC
NC64,,NC,,NC
362,"I am also a little worried about the fact that there are fewer assignments, especially with there being no quizzes. This means there will be fewer practices and ""easy"" A's to affect our grades. I am also worried about the fact that there is another exam because exams are not my strong point in this course so this could drop my grade. ",AC,na,NC
41,,AC,,NC
406,N.A.,NC,The first B of my high school career was in Math 1554 so I hope that motivates me to push harder for an A this semester. ,AC
NC59,,NC,The first B of my high school career was in Math 1554 so I hope that motivates me to push harder for an A this semester. ,NC
NC9,,AC,,NC
506,There are no quizzes every week. I like to use the quizzes for practice and as a checkpoint but now it'll be that much harder to study for the exams. ,NC,No nothing much. Matrices are my worst nighPCare and I hope they go away permanently.,NC
349,"After last semester, I'm most concerned about getting behind on learning material.  However, this is definitely a personal issue of procrastination, and I'm feeling a lot better after reorganizing how I study so I don't get overwheACed.",OT,na,NC
528,I don't remember a lot of stuff from calc BC.,NC,I enjoy the course and I think that it has the right balance of challenging and interesting while not overwhelming.,NC
177,Being able to balance the college workload with my other high school senior responsibilities.,AC,,NC
AC0NC,,NC,,NC
244,none,PC,,NC
284,,NC,,NC
6NC6,,NC,,NC
